TIteration;TBlock;TMessGen;TMessSend;TDisplay;TOA;Essai;TxPower;SF;Bandwith;CodingRate;Taille;;;;;;;;;;;
28837676;28837756;28840906;29832053;29916042;988;0;14;11;125;4_5;32;;578;57222;57,222;0,9537;;;;;;
29982747;29982832;29985988;30977055;31061001;988;0;14;11;125;4_5;33;;578;57222;57,222;0,9537;;;;;;
31127658;31127743;31130894;32122057;32206063;988;0;14;11;125;4_5;34;;578;57222;57,222;0,9537;;;;;;
32272756;32272840;32275985;33267055;33350979;988;0;14;11;125;4_5;35;;660;65340;65,34;1,089;;;;;;
33417647;33417727;33420875;34412048;34496057;988;0;14;11;125;4_5;36;;660;65340;65,34;1,089;;;;;;
34562743;34562829;34565979;35639055;35723053;1070;0;14;11;125;4_5;37;;660;65340;65,34;1,089;;;;;;
35793316;35793394;35796600;36868055;36952069;1070;0;14;11;125;4_5;38;;660;65340;65,34;1,089;;;;;;
37018821;37018914;37022060;38095055;38179010;1070;0;14;11;125;4_5;39;;660;65340;65,34;1,089;;;;;;
38245706;38245786;38248935;39322053;39406085;1070;0;14;11;125;4_5;40;;742;73458;73,458;1,2243;;;;;;
39472788;39472881;39476033;40631055;40715003;1151;0;14;11;125;4_5;41;;742;73458;73,458;1,2243;;;;;;
40781639;40781719;40784871;41940053;42024081;1151;0;14;11;125;4_5;42;;742;73458;73,458;1,2243;;;;;;
42090796;42090885;42094043;43249055;43333010;1151;0;14;11;125;4_5;43;;742;73458;73,458;1,2243;;;;;;
43399681;43399761;43402911;44558053;44642085;1151;0;14;11;125;4_5;44;;824;81576;81,576;1,3596;;;;;;
44712479;44712558;44715760;45869056;45953046;1151;0;14;11;125;4_5;45;;824;81576;81,576;1,3596;;;;;;
46019693;46019773;46022935;47260053;47344072;1233;0;14;11;125;4_5;46;;824;81576;81,576;1,3596;;;;;;
47410762;47410846;47414002;48651055;48735001;1233;0;14;11;125;4_5;47;;824;81576;81,576;1,3596;;;;;;
48801645;48801730;48804892;50042053;50126126;1233;0;14;11;125;4_5;48;;824;81576;81,576;1,3596;;;;;;
50192839;50192928;50196080;51433054;51516982;1233;0;14;11;125;4_5;49;;906;89694;89,694;1,4949;;;;;;
51583641;51583725;51586883;52906052;52990093;1315;0;14;11;125;4_5;50;;906;89694;89,694;1,4949;;;;;;
53056796;53056886;53060040;54379058;54463022;1315;0;14;11;125;4_5;51;;906;89694;89,694;1,4949;;;;;;
18626930;18627009;18627199;18627282;18711387;0;0;14;0;125;4_6;0;;906;89694;89,694;1,4949;;;;;;
18777982;18778062;18778320;19213059;19296961;431;0;14;11;125;4_6;1;;988;97812;97,812;1,6302;;;;;;
19363502;19363583;19366690;19802053;19885963;431;0;14;11;125;4_6;2;;988;97812;97,812;1,6302;;;;;;
19952575;19952656;19955761;20391055;20474898;431;0;14;11;125;4_6;3;;988;97812;97,812;1,6302;;;;;;
20541434;20541515;20544625;20980053;21061513;431;0;14;11;125;4_6;4;;988;97812;97,812;1,6302;;;;;;
21125751;21125834;21128963;21662059;21745931;529;0;14;11;125;4_6;5;;988;97812;97,812;1,6302;;;;;;
21812537;21812621;21815728;22349057;22432972;529;0;14;11;125;4_6;6;;1070;105930;105,93;1,7655;;;;;;
22503137;22503215;22506393;23038061;23121900;529;0;14;11;125;4_6;7;;1070;105930;105,93;1,7655;;;;;;
23188453;23188534;23191641;23725057;23808967;529;0;14;11;125;4_6;8;;1070;105930;105,93;1,7655;;;;;;
23875568;23875649;23878764;24412054;24495926;529;0;14;11;125;4_6;9;;1070;105930;105,93;1,7655;;;;;;
24562540;24562620;24565763;25197057;25281046;627;0;14;11;125;4_6;10;;1151;113949;113,949;1,89915;;;;;;
25347741;25347828;25350961;25982063;26066018;627;0;14;11;125;4_6;11;;1151;113949;113,949;1,89915;;;;;;
26132644;26132725;26135839;26767057;26851041;627;0;14;11;125;4_6;12;;1151;113949;113,949;1,89915;;;;;;
26917738;26917822;26920956;27552059;27635985;627;0;14;11;125;4_6;13;;1151;113949;113,949;1,89915;;;;;;
27706218;27706300;27709476;28437059;28521089;725;0;14;11;125;4_6;14;;1151;113949;113,949;1,89915;;;;;;
28587795;28587889;28591008;29320059;29403977;725;0;14;11;125;4_6;15;;1233;122067;122,067;2,03445;;;;;;
29470593;29470673;29473795;30203057;30287075;725;0;14;11;125;4_6;16;;1233;122067;122,067;2,03445;;;;;;
30353764;30353848;30356989;31086063;31169992;725;0;14;11;125;4_6;17;;1233;122067;122,067;2,03445;;;;;;
31236646;31236727;31239856;31969051;32053034;725;0;14;11;125;4_6;18;;1233;122067;122,067;2,03445;;;;;;
32119732;32119816;32122956;32950059;33033992;824;0;14;11;125;4_6;19;;1315;130185;130,185;2,16975;;;;;;
33100714;33100795;33103929;33931057;34015041;824;0;14;11;125;4_6;20;;1315;130185;130,185;2,16975;;;;;;
34081786;34081880;34085008;34912059;34996018;824;0;14;11;125;4_6;21;;0;0;0;0;;;;;;
35066260;35066342;35069535;35897059;35981033;824;0;14;11;125;4_6;22;;431;42669;42,669;0,71115;;;;;;
36047802;36047893;36051033;36976059;37059987;922;0;14;11;125;4_6;23;;431;42669;42,669;0,71115;;;;;;
37126634;37126715;37129842;38055057;38139062;922;0;14;11;125;4_6;24;;431;42669;42,669;0,71115;;;;;;
38205770;38205859;38209002;39134059;39218003;922;0;14;11;125;4_6;25;;431;42669;42,669;0,71115;;;;;;
39284685;39284765;39287900;40213057;40297034;922;0;14;11;125;4_6;26;;529;52371;52,371;0,87285;;;;;;
40363703;40363783;40366931;41292054;41375987;922;0;14;11;125;4_6;27;;529;52371;52,371;0,87285;;;;;;
41442654;41442734;41445862;42471061;42555079;1020;0;14;11;125;4_6;28;;529;52371;52,371;0,87285;;;;;;
42625412;42625491;42628687;43652061;43736018;1020;0;14;11;125;4_6;29;;529;52371;52,371;0,87285;;;;;;
43802650;43802731;43805862;44831057;44915064;1020;0;14;11;125;4_6;30;;529;52371;52,371;0,87285;;;;;;
44981781;44981880;44985021;46010059;46094023;1020;0;14;11;125;4_6;31;;627;62073;62,073;1,03455;;;;;;
46160616;46160696;46163831;47287057;47371069;1119;0;14;11;125;4_6;32;;627;62073;62,073;1,03455;;;;;;
47437790;47437887;47441029;48564059;48647990;1119;0;14;11;125;4_6;33;;627;62073;62,073;1,03455;;;;;;
48714671;48714751;48717900;49841057;49925058;1119;0;14;11;125;4_6;34;;627;62073;62,073;1,03455;;;;;;
49991752;49991834;49994982;51118058;51202004;1119;0;14;11;125;4_6;35;;725;71775;71,775;1,19625;;;;;;
51268637;51268718;51271861;52395050;52479061;1119;0;14;11;125;4_6;36;;725;71775;71,775;1,19625;;;;;;
52549403;52549481;52552684;53772060;53856014;1217;0;14;11;125;4_6;37;;725;71775;71,775;1,19625;;;;;;
53922624;53922704;53925848;55147056;55231074;1217;0;14;11;125;4_6;38;;725;71775;71,775;1,19625;;;;;;
55297801;55297896;55301040;56522058;56606024;1217;0;14;11;125;4_6;39;;725;71775;71,775;1,19625;;;;;;
56672658;56672739;56675888;57897056;57981055;1217;0;14;11;125;4_6;40;;824;81576;81,576;1,3596;;;;;;
58047743;58047827;58050979;59370058;59453991;1315;0;14;11;125;4_6;41;;824;81576;81,576;1,3596;;;;;;
59520639;59520724;59523863;60843056;60927065;1315;0;14;11;125;4_6;42;;824;81576;81,576;1,3596;;;;;;
60993779;60993864;60997022;62316058;62399993;1315;0;14;11;125;4_6;43;;824;81576;81,576;1,3596;;;;;;
62470247;62470326;62473531;63791058;63875059;1315;0;14;11;125;4_6;44;;922;91278;91,278;1,5213;;;;;;
63941755;63941837;63944992;65264057;65347991;1315;0;14;11;125;4_6;45;;922;91278;91,278;1,5213;;;;;;
65414624;65414704;65417850;66835056;66919055;1414;0;14;11;125;4_6;46;;922;91278;91,278;1,5213;;;;;;
66985762;66985845;66988998;68406058;68489993;1414;0;14;11;125;4_6;47;;922;91278;91,278;1,5213;;;;;;
68556656;68556736;68559892;69977056;70061086;1414;0;14;11;125;4_6;48;;922;91278;91,278;1,5213;;;;;;
70127787;70127879;70131028;71548058;71632019;1414;0;14;11;125;4_6;49;;1020;100980;100,98;1,683;;;;;;
71698693;71698778;71701938;73217056;73301114;1512;0;14;11;125;4_6;50;;1020;100980;100,98;1,683;;;;;;
73367803;73367894;73371044;74886058;74970004;1512;0;14;11;125;4_6;51;;1020;100980;100,98;1,683;;;;;;
2779928;2780006;2780196;2780279;2864382;0;0;14;0;125;4_7;0;;1020;100980;100,98;1,683;;;;;;
2930974;2931054;2931309;3382063;3465950;447;0;14;11;125;4_7;1;;1119;110781;110,781;1,84635;;;;;;
3532489;3532569;3535672;3987051;4070946;447;0;14;11;125;4_7;2;;1119;110781;110,781;1,84635;;;;;;
4137570;4137650;4140760;4592053;4675862;447;0;14;11;125;4_7;3;;1119;110781;110,781;1,84635;;;;;;
4742409;4742490;4745602;5197051;5278516;447;0;14;11;125;4_7;4;;1119;110781;110,781;1,84635;;;;;;
5342740;5342824;5345956;5911057;5994920;562;0;14;11;125;4_7;5;;1119;110781;110,781;1,84635;;;;;;
6061522;6061605;6064718;6630059;6713983;562;0;14;11;125;4_7;6;;1217;120483;120,483;2,00805;;;;;;
6784121;6784199;6787376;7352059;7435873;562;0;14;11;125;4_7;7;;1217;120483;120,483;2,00805;;;;;;
7502427;7502508;7505623;8071055;8154962;562;0;14;11;125;4_7;8;;1217;120483;120,483;2,00805;;;;;;
8221577;8221658;8224775;8790052;8873858;562;0;14;11;125;4_7;9;;1217;120483;120,483;2,00805;;;;;;
8940459;8940539;8943648;9625055;9709040;676;0;14;11;125;4_7;10;;1315;130185;130,185;2,16975;;;;;;
9775713;9775801;9778933;10460057;10543937;676;0;14;11;125;4_7;11;;1315;130185;130,185;2,16975;;;;;;
10610589;10610670;10613773;11295055;11379033;676;0;14;11;125;4_7;12;;1315;130185;130,185;2,16975;;;;;;
11445749;11445832;11448962;12130057;12213990;676;0;14;11;125;4_7;13;;1315;130185;130,185;2,16975;;;;;;
12280635;12280720;12283835;13079055;13163037;791;0;14;11;125;4_7;14;;1315;130185;130,185;2,16975;;;;;;
13233412;13233495;13236677;14030059;14114013;791;0;14;11;125;4_7;15;;1414;139986;139,986;2,3331;;;;;;
14180699;14180790;14183940;14979055;15063048;791;0;14;11;125;4_7;16;;1414;139986;139,986;2,3331;;;;;;
15129834;15129924;15133050;15928065;16012041;791;0;14;11;125;4_7;17;;1414;139986;139,986;2,3331;;;;;;
16078701;16078782;16081933;16877050;16961046;791;0;14;11;125;4_7;18;;1414;139986;139,986;2,3331;;;;;;
17027746;17027830;17030972;17940057;18023954;906;0;14;11;125;4_7;19;;1512;149688;149,688;2,4948;;;;;;
18090665;18090746;18093890;19003055;19087102;906;0;14;11;125;4_7;20;;1512;149688;149,688;2,4948;;;;;;
19153771;19153855;19157000;20066057;20150014;906;0;14;11;125;4_7;21;;0;0;0;0;;;;;;
20216687;20216771;20219918;21129055;21213077;906;0;14;11;125;4_7;22;;447;44253;44,253;0,73755;;;;;;
21287850;21287943;21291143;22314059;22398014;1020;0;14;11;125;4_7;23;;447;44253;44,253;0,73755;;;;;;
22464667;22464747;22467888;23493055;23577081;1020;0;14;11;125;4_7;24;;447;44253;44,253;0,73755;;;;;;
23643772;23643856;23647002;24672057;24756014;1020;0;14;11;125;4_7;25;;447;44253;44,253;0,73755;;;;;;
24822689;24822774;24825908;25851055;25935122;1020;0;14;11;125;4_7;26;;562;55638;55,638;0,9273;;;;;;
26001823;26001911;26005050;27030052;27114050;1020;0;14;11;125;4_7;27;;562;55638;55,638;0,9273;;;;;;
27180734;27180818;27183954;28323055;28407096;1135;0;14;11;125;4_7;28;;562;55638;55,638;0,9273;;;;;;
28473791;28473885;28477031;29616057;29700013;1135;0;14;11;125;4_7;29;;562;55638;55,638;0,9273;;;;;;
29772275;29772353;29775544;30915057;30999057;1135;0;14;11;125;4_7;30;;562;55638;55,638;0,9273;;;;;;
NaN;31065826;31069040;32208057;32292021;1135;0;14;11;125;4_7;31;;676;66924;66,924;1,1154;;;;;;
32358668;32358749;32361896;33615055;33699059;1250;0;14;11;125;4_7;32;;676;66924;66,924;1,1154;;;;;;
33765737;33765824;33768974;35022057;35106025;1250;0;14;11;125;4_7;33;;676;66924;66,924;1,1154;;;;;;
35172662;35172742;35175886;36429059;36513065;1250;0;14;11;125;4_7;34;;676;66924;66,924;1,1154;;;;;;
36579767;36579851;36582994;37836057;37920018;1250;0;14;11;125;4_7;35;;791;78309;78,309;1,30515;;;;;;
37986660;37986741;37989890;39243050;39327067;1250;0;14;11;125;4_7;36;;791;78309;78,309;1,30515;;;;;;
39393759;39393847;39396992;40766057;40850023;1364;0;14;11;125;4_7;37;;791;78309;78,309;1,30515;;;;;;
40920245;40920323;40923520;42293057;42377035;1364;0;14;11;125;4_7;38;;791;78309;78,309;1,30515;;;;;;
42443762;42443851;42447006;43816057;43900017;1364;0;14;11;125;4_7;39;;791;78309;78,309;1,30515;;;;;;
43966686;43966766;43969925;45339055;45423071;1364;0;14;11;125;4_7;40;;906;89694;89,694;1,4949;;;;;;
45489780;45489874;45493015;46976057;47059994;1479;0;14;11;125;4_7;41;;906;89694;89,694;1,4949;;;;;;
47126660;47126740;47129894;48613055;48697079;1479;0;14;11;125;4_7;42;;906;89694;89,694;1,4949;;;;;;
48763736;48763820;48766972;50250057;50333991;1479;0;14;11;125;4_7;43;;906;89694;89,694;1,4949;;;;;;
50400668;50400748;50403897;51887054;51971074;1479;0;14;11;125;4_7;44;;1020;100980;100,98;1,683;;;;;;
52041403;52041481;52044686;53526057;53610036;1479;0;14;11;125;4_7;45;;1020;100980;100,98;1,683;;;;;;
53676668;53676749;53679901;55277054;55361058;1594;0;14;11;125;4_7;46;;1020;100980;100,98;1,683;;;;;;
55427753;55427835;55430988;57028056;57112024;1594;0;14;11;125;4_7;47;;1020;100980;100,98;1,683;;;;;;
57178684;57178769;57181928;58779054;58863111;1594;0;14;11;125;4_7;48;;1020;100980;100,98;1,683;;;;;;
58929801;58929892;58933040;60530056;60614013;1594;0;14;11;125;4_7;49;;1135;112365;112,365;1,87275;;;;;;
60680669;60680788;60683946;62397054;62481084;1709;0;14;11;125;4_7;50;;1135;112365;112,365;1,87275;;;;;;
62547783;62547877;62551030;64264056;64348011;1709;0;14;11;125;4_7;51;;1135;112365;112,365;1,87275;;;;;;
13974915;13974993;13975183;13975273;14059371;0;0;14;0;125;4_8;0;;1135;112365;112,365;1,87275;;;;;;
14126066;14126146;14126404;14593055;14676960;463;0;14;11;125;4_8;1;;1250;123750;123,75;2,0625;;;;;;
14743500;14743581;14746688;15214051;15297948;463;0;14;11;125;4_8;2;;1250;123750;123,75;2,0625;;;;;;
15364562;15364642;15367750;15835053;15918888;463;0;14;11;125;4_8;3;;1250;123750;123,75;2,0625;;;;;;
15985433;15985513;15988623;16456051;16537538;463;0;14;11;125;4_8;4;;1250;123750;123,75;2,0625;;;;;;
16601750;16601832;16604962;17204057;17287956;594;0;14;11;125;4_8;5;;1250;123750;123,75;2,0625;;;;;;
17354507;17354588;17357701;17957055;18040994;594;0;14;11;125;4_8;6;;1364;135036;135,036;2,2506;;;;;;
18111309;18111387;18114560;18712059;18795896;594;0;14;11;125;4_8;7;;1364;135036;135,036;2,2506;;;;;;
18862459;18862539;18865646;19465055;19548994;594;0;14;11;125;4_8;8;;1364;135036;135,036;2,2506;;;;;;
19615685;19615766;19618902;20218052;20301933;594;0;14;11;125;4_8;9;;1364;135036;135,036;2,2506;;;;;;
20368554;20368636;20371743;21101056;21185055;725;0;14;11;125;4_8;10;;1479;146421;146,421;2,44035;;;;;;
21251759;21251846;21254981;21984061;22068034;725;0;14;11;125;4_8;11;;1479;146421;146,421;2,44035;;;;;;
22134668;22134748;22137862;22867055;22951035;725;0;14;11;125;4_8;12;;1479;146421;146,421;2,44035;;;;;;
23017736;23017820;23020954;23750057;23833975;725;0;14;11;125;4_8;13;;1479;146421;146,421;2,44035;;;;;;
23904232;23904314;23907491;24767057;24851079;857;0;14;11;125;4_8;14;;1479;146421;146,421;2,44035;;;;;;
24917789;24917881;24920994;25782057;25865978;857;0;14;11;125;4_8;15;;1594;157806;157,806;2,6301;;;;;;
25932642;25932723;25935854;26797055;26881073;857;0;14;11;125;4_8;16;;1594;157806;157,806;2,6301;;;;;;
26947785;26947878;26951013;27812061;27895990;857;0;14;11;125;4_8;17;;1594;157806;157,806;2,6301;;;;;;
27962630;27962710;27965835;28827050;28911033;857;0;14;11;125;4_8;18;;1594;157806;157,806;2,6301;;;;;;
28977707;28977787;28980929;29972057;30055990;988;0;14;11;125;4_8;19;;1709;169191;169,191;2,81985;;;;;;
30122613;30122698;30125823;31117055;31201038;988;0;14;11;125;4_8;20;;1709;169191;169,191;2,81985;;;;;;
31267702;31267782;31270920;32262057;32345994;988;0;14;11;125;4_8;21;;0;0;0;0;;;;;;
32416315;32416398;32419592;33409057;33493071;988;0;14;11;125;4_8;22;;463;45837;45,837;0,76395;;;;;;
33559781;33559874;33563006;34686057;34770014;1119;0;14;11;125;4_8;23;;463;45837;45,837;0,76395;;;;;;
34836645;34836725;34839854;35963055;36047065;1119;0;14;11;125;4_8;24;;463;45837;45,837;0,76395;;;;;;
36113802;36113897;36117039;37240057;37324039;1119;0;14;11;125;4_8;25;;463;45837;45,837;0,76395;;;;;;
37390740;37390824;37393959;38517055;38601059;1119;0;14;11;125;4_8;26;;594;58806;58,806;0,9801;;;;;;
38667743;38667826;38670972;39794052;39878005;1119;0;14;11;125;4_8;27;;594;58806;58,806;0,9801;;;;;;
39944660;39944740;39947877;41201059;41285069;1250;0;14;11;125;4_8;28;;594;58806;58,806;0,9801;;;;;;
41355370;41355448;41358645;42610059;42694025;1250;0;14;11;125;4_8;29;;594;58806;58,806;0,9801;;;;;;
42760647;42760727;42763857;44017055;44101087;1250;0;14;11;125;4_8;30;;594;58806;58,806;0,9801;;;;;;
44167767;44167851;44170989;45424057;45508021;1250;0;14;11;125;4_8;31;;725;71775;71,775;1,19625;;;;;;
45574645;45574725;45577860;46963055;47047059;1381;0;14;11;125;4_8;32;;725;71775;71,775;1,19625;;;;;;
47113834;47113928;47117074;48502057;48586025;1381;0;14;11;125;4_8;33;;725;71775;71,775;1,19625;;;;;;
48652673;48652753;48655902;50041059;50125094;1381;0;14;11;125;4_8;34;;725;71775;71,775;1,19625;;;;;;
50191788;50191881;50195023;51580056;51664020;1381;0;14;11;125;4_8;35;;857;84843;84,843;1,41405;;;;;;
51730660;51730740;51733891;53119048;53203062;1381;0;14;11;125;4_8;36;;857;84843;84,843;1,41405;;;;;;
53273361;53273443;53276645;54790058;54874024;1512;0;14;11;125;4_8;37;;857;84843;84,843;1,41405;;;;;;
54940653;54940733;54943879;56459054;56543064;1512;0;14;11;125;4_8;38;;857;84843;84,843;1,41405;;;;;;
56609778;56609876;56613016;58128064;58212038;1512;0;14;11;125;4_8;39;;857;84843;84,843;1,41405;;;;;;
58278676;58278757;58281905;59797054;59881061;1512;0;14;11;125;4_8;40;;988;97812;97,812;1,6302;;;;;;
59947772;59947854;59951013;61598056;61681995;1643;0;14;11;125;4_8;41;;988;97812;97,812;1,6302;;;;;;
61748644;61748725;61751876;63399054;63483090;1643;0;14;11;125;4_8;42;;988;97812;97,812;1,6302;;;;;;
63549756;63549839;63552986;65200056;65283982;1643;0;14;11;125;4_8;43;;988;97812;97,812;1,6302;;;;;;
65354242;65354321;65357531;67003056;67087088;1643;0;14;11;125;4_8;44;;1119;110781;110,781;1,84635;;;;;;
67153780;67153874;67157024;68804055;68888026;1643;0;14;11;125;4_8;45;;1119;110781;110,781;1,84635;;;;;;
68954657;68954737;68957889;70735064;70819076;1774;0;14;11;125;4_8;46;;1119;110781;110,781;1,84635;;;;;;
70885758;70885841;70888996;72666071;72750020;1774;0;14;11;125;4_8;47;;1119;110781;110,781;1,84635;;;;;;
72816694;72816779;72819939;74597068;74681095;1774;0;14;11;125;4_8;48;;1119;110781;110,781;1,84635;;;;;;
74747784;74747877;74751024;76528074;76612033;1774;0;14;11;125;4_8;49;;1250;123750;123,75;2,0625;;;;;;
76678703;76678788;76681947;78591054;78675078;1905;0;14;11;125;4_8;50;;1250;123750;123,75;2,0625;;;;;;
78741765;78741850;78745005;80654056;80738020;1905;0;14;11;125;4_8;51;;1250;123750;123,75;2,0625;;;;;;
3256922;3257001;3257191;3257274;3341390;0;0;14;0;125;4_5;0;;1250;123750;123,75;2,0625;;;;;;
3407976;3408056;3408312;4239055;4322944;828;0;14;12;125;4_5;1;;1381;136719;136,719;2,27865;;;;;;
4389482;4389563;4392665;5224049;5307935;828;0;14;12;125;4_5;2;;1381;136719;136,719;2,27865;;;;;;
5374559;5374639;5377748;6209050;6292873;828;0;14;12;125;4_5;3;;1381;136719;136,719;2,27865;;;;;;
6359410;6359490;6362602;7194049;7275543;828;0;14;12;125;4_5;4;;1381;136719;136,719;2,27865;;;;;;
7339730;7339813;7342944;8174051;8257896;828;0;14;12;125;4_5;5;;1381;136719;136,719;2,27865;;;;;;
8324513;8324594;8327711;9323053;9406950;992;0;14;12;125;4_5;6;;1512;149688;149,688;2,4948;;;;;;
9478045;9478123;9481296;10475057;10558906;992;0;14;12;125;4_5;7;;1512;149688;149,688;2,4948;;;;;;
10625475;10625556;10628660;11624052;11707971;992;0;14;12;125;4_5;8;;1512;149688;149,688;2,4948;;;;;;
11774633;11774714;11777833;12773055;12856904;992;0;14;12;125;4_5;9;;1512;149688;149,688;2,4948;;;;;;
12923545;12923625;12926739;13922065;14006113;992;0;14;12;125;4_5;10;;1643;162657;162,657;2,71095;;;;;;
14072836;14072928;14076060;15235055;15319014;1156;0;14;12;125;4_5;11;;1643;162657;162,657;2,71095;;;;;;
15385659;15385739;15388853;16548053;16632071;1156;0;14;12;125;4_5;12;;1643;162657;162,657;2,71095;;;;;;
16698770;16698853;16701983;17861055;17945003;1156;0;14;12;125;4_5;13;;1643;162657;162,657;2,71095;;;;;;
18011618;18011703;18014822;19174053;19258089;1156;0;14;12;125;4_5;14;;1643;162657;162,657;2,71095;;;;;;
19328611;19328689;19331884;20489058;20572992;1156;0;14;12;125;4_5;15;;1774;175626;175,626;2,9271;;;;;;
20639617;20639697;20642824;21966053;22050105;1319;0;14;12;125;4_5;16;;1774;175626;175,626;2,9271;;;;;;
22116848;22116939;22120076;23443059;23527023;1319;0;14;12;125;4_5;17;;1774;175626;175,626;2,9271;;;;;;
23593674;23593755;23596896;24920052;25004071;1319;0;14;12;125;4_5;18;;1774;175626;175,626;2,9271;;;;;;
25070740;25070823;25074011;26397055;26481001;1319;0;14;12;125;4_5;19;;1905;188595;188,595;3,14325;;;;;;
26547645;26547726;26550852;27874053;27958088;1319;0;14;12;125;4_5;20;;1905;188595;188,595;3,14325;;;;;;
28024781;28024872;28028004;29515055;29599042;1483;0;14;12;125;4_5;21;;0;0;0;0;;;;;;
29669856;29669947;29673139;31158055;31242089;1483;0;14;12;125;4_5;22;;828;81972;81,972;1,3662;;;;;;
31308823;31308911;31312050;32799054;32883003;1483;0;14;12;125;4_5;23;;828;81972;81,972;1,3662;;;;;;
32949635;32949716;32952842;34440053;34524088;1483;0;14;12;125;4_5;24;;828;81972;81,972;1,3662;;;;;;
34590781;34590877;34594017;36081055;36165014;1483;0;14;12;125;4_5;25;;828;81972;81,972;1,3662;;;;;;
36231709;36231796;36234931;37886053;37970085;1647;0;14;12;125;4_5;26;;828;81972;81,972;1,3662;;;;;;
38036773;38036857;38040009;39691055;39775042;1647;0;14;12;125;4_5;27;;992;98208;98,208;1,6368;;;;;;
39841705;39841785;39844931;41496052;41580113;1647;0;14;12;125;4_5;28;;992;98208;98,208;1,6368;;;;;;
41646831;41646922;41650061;43301055;43385028;1647;0;14;12;125;4_5;29;;992;98208;98,208;1,6368;;;;;;
43455281;43455360;43458552;45108055;45192065;1647;0;14;12;125;4_5;30;;992;98208;98,208;1,6368;;;;;;
45258761;45258846;45261992;47077055;47160976;1811;0;14;12;125;4_5;31;;992;98208;98,208;1,6368;;;;;;
47227663;47227743;47230886;49046053;49130098;1811;0;14;12;125;4_5;32;;1156;114444;114,444;1,9074;;;;;;
49196800;49196893;49200035;51015053;51099022;1811;0;14;12;125;4_5;33;;1156;114444;114,444;1,9074;;;;;;
